och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 1 index 157    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 2 index 165    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 3 index 173    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 4 index 181    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 5 index 189    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 6 index 197    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 7 index 205    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 5 k 8 index 213    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 0 index 150    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 1 index 158    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 2 index 166    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 3 index 174    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 4 index 182    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 5 index 190    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 6 index 198    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 7 index 206    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 6 k 8 index 214    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 0 index 151    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 1 index 159    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 2 index 167    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 3 index 175    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 4 index 183    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 5 index 191    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 6 index 199    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 7 index 207    kernel_count 81
och_count 0 three_rd_out 0 och 2 ich_count 0 three_rd_in 0 ich 7 k 8 index 215    kernel_count 81
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 0 index 216    kernel_count 82
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 1 index 224    kernel_count 83
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 2 index 232    kernel_count 84
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 3 index 240    kernel_count 85
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 4 index 248    kernel_count 86
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 5 index 256    kernel_count 87
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 6 index 264    kernel_count 88
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 7 index 272    kernel_count 89
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 0 k 8 index 280    kernel_count 90
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 0 index 217    kernel_count 91
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 1 index 225    kernel_count 92
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 2 index 233    kernel_count 93
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 3 index 241    kernel_count 94
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 4 index 249    kernel_count 95
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 5 index 257    kernel_count 96
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 6 index 265    kernel_count 97
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 7 index 273    kernel_count 98
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 1 k 8 index 281    kernel_count 99
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 0 index 218    kernel_count 100
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 1 index 226    kernel_count 101
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 2 index 234    kernel_count 102
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 3 index 242    kernel_count 103
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 4 index 250    kernel_count 104
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 5 index 258    kernel_count 105
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 6 index 266    kernel_count 106
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 7 index 274    kernel_count 107
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 2 k 8 index 282    kernel_count 108
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 3 k 0 index 219    kernel_count 108
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 3 k 1 index 227    kernel_count 108
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 3 k 2 index 235    kernel_count 108
och_count 0 three_rd_out 0 och 3 ich_count 0 three_rd_in 0 ich 3 k 3 index 243    kernel_count 108
